search URL:,https://patents.google.com/?q=TAC%253d%28%28%E2%80%9Ccarbon+capture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Acapture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Atrap%2A%E2%80%9D+OR+%E2%80%9CCO2+capture%E2%80%9D+OR+%E2%80%9Ccarbon%2Aseparat%2A%E2%80%9D+OR+%E2%80%9CCO2+separat%2A%E2%80%9D+OR+%E2%80%9Ccaptur%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccaptur%2A+CO2%E2%80%9D+OR+%E2%80%9Cseparat%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cabsorb%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccompress%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccarbon%2Aabsor%2A%E2%80%9D+OR+%E2%80%9CCO2+absor%2A%E2%80%9D+OR+%E2%80%9Ccarbon%2Acompress%2A%E2%80%9D+OR+%E2%80%9CCO2+compress%2A%E2%80%9D+OR+%28%28%E2%80%9Csolvent+regenerat%2A%E2%80%9D+OR+%E2%80%9Csolvent+recover%2A%E2%80%9D%29+AND+%E2%80%9Ccarbon%E2%80%9D%29%29+%28%E2%80%9Ccarbon+storage%E2%80%9D+OR+%E2%80%9Ccarbon+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Astorage%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Asequest%2A%E2%80%9D+OR+%E2%80%9CCO2+storage%E2%80%9D+OR+%E2%80%9CCO2+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utilis%2A%E2%80%9D+OR+%E2%80%9CCO2+utiliz%2A%E2%80%9D+OR+%E2%80%9CCO2+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarboniz%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbonis%2A+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%28%28%E2%80%9Cleakage%E2%80%9D+OR+%E2%80%9Cmonitor%2A%22%29+AND+%28%22carbon+dioxide%E2%80%9D%29+AND+%28%22storage%22+OR+%22sequest%2A%22%29%29+OR+%E2%80%9Csequest%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cinject%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutiliz%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutilis%2A+carbon+dioxide%E2%80%9D%29%29&before=priority:20230731&after=priority:20130101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
KR-20190031014-A,Method of Recovering Solvent in Solvent Deasphalting Process By Using Subcritical or Supercritical Fluid ,"고려대학교 산학협력단, 한국에너지기술연구원","이기봉, 임수익, 신상철, 노남선, 고강석, 김광호, 권은희, 김민용",2017-09-15,2017-09-15,2019-03-25,,https://patents.google.com/patent/KR20190031014A/en,https://patentimages.storage.googleapis.com/a0/18/10/90732e35470771/pat00003.png
CN-106900435-A,A kind of method that ecodevelopment is realized to cooling earth ,王政玉,"王政玉, 王超颖, 岑陈, 张玉芹",2017-03-10,2017-03-10,2017-06-30,,https://patents.google.com/patent/CN106900435A/en,
CN-116236986-A,Catalytic heating combined reaction system for preparing hydrogen by reforming methanol ,浙江本源醇氢科技有限公司,"王越, 朱刚, 朱明辉, 黄彦, 荣咨海",2022-12-16,2022-12-16,2023-06-09,,https://patents.google.com/patent/CN116236986A/en,https://patentimages.storage.googleapis.com/68/79/6f/e4b7708c5fd250/HDA0004003187360000011.png
CN-106635166-A,Classified gasification moderate circulating chemical engineering-power poly-generation system for trapping CO2 ,内蒙古科技大学,"于戈文, 王延铭, 吴刚强, 梁倩卿, 王震平",2016-12-28,2016-12-28,2017-05-10,,https://patents.google.com/patent/CN106635166A/en,
CN-108543502-A,The control method of improved alkaline reaction kettle ,大连圣多教育咨询有限公司,李晨,2016-12-20,2016-12-20,2018-09-18,,https://patents.google.com/patent/CN108543502A/en,
TH-12904-C3,The process of removal of carbon dioxide (CO2) and hydrogen sulfide (H2S) gas in biogas using an adsorbent. ,"นางเยาวพา พงษ์สุทธิพาณิชย์, นางสาวนิศากร วรวุฒิยานันท์","จริยาบูรณ์ ดร.รัตนา, คงจันทร์ ดร.ประวิทย์, ดร.จรัญ บุญกาญจน์ รองศาสตราจารย์, เทพเสาร์ นางสาวมุทิตา",,2016-12-13,2017-07-25,,https://patents.google.com/patent/TH12904C3/en,
TH-12904-A3,The process of removal of carbon dioxide (CO2) and hydrogen sulfide (H2S) gas in biogas using an adsorbent. ,"นางเยาวพา พงษ์สุทธิพาณิชย์, นางสาวนิศากร วรวุฒิยานันท์","จริยาบูรณ์ ดร.รัตนา, คงจันทร์ ดร.ประวิทย์, ดร.จรัญ บุญกาญจน์ รองศาสตราจารย์, เทพเสาร์ นางสาวมุทิตา",,2016-12-13,2017-07-25,,https://patents.google.com/patent/TH12904A3/en,
CN-107879882-A,"A kind of method and apparatus for mixing carbon four and producing normal butane, iso-butane and 2 butylene ","中国石油化工股份有限公司, 中国石油化工股份有限公司北京化工研究院","王国清, 乔金樑, 刘同举, 刘振杰, 杜志国, 胡慧杰",2016-09-30,2016-09-30,2018-04-06,,https://patents.google.com/patent/CN107879882A/en,
CN-116036802-A,Carbon dioxide trapping process device and method for coupling concentration and purification by absorption method ,"中海石油气电集团有限责任公司, 中国石油大学(华东)","陈海平, 贾劲松, 黄宇, 王振波, 张娜, 张秀霞, 秦锋, 李强",2022-12-19,2022-12-19,2023-05-02,,https://patents.google.com/patent/CN116036802A/en,https://patentimages.storage.googleapis.com/91/ae/7b/49fae508e5190e/HDA0004005558200000011.png
CN-115893750-A,Zero emission approaching system and method for treating high-concentration organic industrial wastewater ,湖南正泰水务有限公司,"魏淳耀, 陈星宇, 彭泽鹏, 肖楠, 刘艳, 陈瑀, 廖思成",2022-12-22,2022-12-22,2023-04-04,,https://patents.google.com/patent/CN115893750A/en,https://patentimages.storage.googleapis.com/7f/a1/b3/1d98bc1b26fde2/221222143301.png
CN-116212624-A,Cement kiln flue gas carbon capturing system and method ,"国网江苏省电力有限公司南京供电分公司, 国网信通亿力科技有限责任公司","张航通, 陈堃, 王文天, 蒋涛, 李佳, 王宁丰, 杨楠, 杨宇坤, 林纪星, 林翰",2023-01-10,2023-01-10,2023-06-06,,https://patents.google.com/patent/CN116212624A/en,https://patentimages.storage.googleapis.com/a5/ba/c8/24b69930cc9cd2/HDA0004048280550000011.png
CN-115921502-A,Efficient treatment method for dioxin and heavy metal based on fly ash calcium-based heat storage ,浙江大学,"林晓青, 陈杰, 余泓, 李晓东, 严建华",2023-02-01,2023-02-01,2023-04-07,,https://patents.google.com/patent/CN115921502A/en,https://patentimages.storage.googleapis.com/11/58/5d/177c7ca687c78a/HDA0004057827520000011.png
CN-116085081-A,Coal-fired power generation system and adjusting method thereof ,国能锦界能源有限责任公司,"何文, 符悦, 张军亮, 刘明, 李延兵, 严俊杰",2023-02-28,2023-02-28,2023-05-09,,https://patents.google.com/patent/CN116085081A/en,https://patentimages.storage.googleapis.com/3f/41/38/45f01533847ebc/HDA0004102240350000011.png
CN-105390718-A,Water-hydrogen power train without exhaust gas emission ,上海合既得动氢机器有限公司,向华,2015-11-03,2015-11-03,2016-03-09,,https://patents.google.com/patent/CN105390718A/en,
CN-105299671-A,System for using coal-fired and oil-fired boiler flue gas for controlled atmosphere storage and allocating method of system ,"中石化宁波工程有限公司, 中石化宁波技术研究院有限公司, 中石化炼化工程（集团）股份有限公司","汤广伟, 杨银仁, 张临锋, 李唐, 廖晶慧, 韩磊, 蓝智超",2015-10-30,2015-10-30,2016-02-03,,https://patents.google.com/patent/CN105299671A/en,
CN-116336485-A,Use method of RTO system adopting oxygen-enriched combustion technology ,"北京科太亚洲生态科技股份有限公司, 江苏航天惠利特环保科技有限公司","李军, 孙明辉, 张炳权, 朱胜楠",2023-03-21,2023-03-21,2023-06-27,,https://patents.google.com/patent/CN116336485A/en,https://patentimages.storage.googleapis.com/8f/38/b4/caa027522c425f/HDA0004136987620000011.png
CN-116478739-A,Method for decarburization and synergistic fine desulfurization of blast furnace gas ,安徽威达环保科技股份有限公司,"黄乃金, 石勇, 解彬, 王一臻",,2023-04-18,2023-07-25,,https://patents.google.com/patent/CN116478739A/en,
CN-116459754-A,System and method for producing aromatic hydrocarbon by carbon dioxide hydrogenation driven by renewable energy sources ,"中国石油化工股份有限公司, 中石化炼化工程（集团）股份有限公司","李欣, 李治, 刘林娇, 董晓伟, 郝代军, 刘丹禾",,2023-04-28,2023-07-21,,https://patents.google.com/patent/CN116459754A/en,
GB-2586421-A,A detector ,Total Waste Solutions Ltd,"Sharman Paul, Bland Graham, Hale Timothy",2019-02-13,2019-02-13,2021-02-17,,https://patents.google.com/patent/GB2586421A/en,
WO-2020191117-A1,An integrated direct heat transfer process for the production of methanol and olefins by catalytic partial oxidation and cracking ,"Sabic Global Technologies, B.V.","Sivadinarayana Chinta, Atul Pant, Ravichander Narayanaswamy",2019-03-19,2020-03-19,2020-09-24,,https://patents.google.com/patent/WO2020191117A1/en,
CN-113494713-A,Medical waste pyrolysis incineration treatment system and treatment method ,新疆贝肯能源环保有限公司,尚宏杰,2020-04-03,2020-04-03,2021-10-12,,https://patents.google.com/patent/CN113494713A/en,https://patentimages.storage.googleapis.com/4e/d3/63/45a241341ee9eb/HDA0002437932810000011.png
CN-105326643-A,High-efficiency and energy-saving device and method for removal of residual organic solvents ,青岛蓝农谷农产品研究开发有限公司,李红伟,2014-08-15,2014-08-15,2016-02-17,,https://patents.google.com/patent/CN105326643A/en,
JP-2022551135-A,"Method and electrolysis apparatus for producing chlorine, carbon monoxide and optionally hydrogen ",コベストロ・インテレクチュアル・プロパティ・ゲゼルシャフト・ミット・ベシュレンクテル・ハフツング・アンド・コー・カーゲー,"ブラン，アンドレアス, キントラップ，ユルゲン, ルーケン，アレクサンダー",2019-10-08,2020-10-07,2022-12-07,,https://patents.google.com/patent/JP2022551135A/en,https://patentimages.storage.googleapis.com/70/f0/cf/d841c25b2ea29a/2022551135000004.png
KR-20210022609-A,"Equipment, material, facility, manufacture, construction, cleaning, work ","정하익, 정용진, 주식회사 한국산업기술원, 정용훈","정하익, 정용훈, 정용진",2021-02-22,2021-02-22,2021-03-03,,https://patents.google.com/patent/KR20210022609A/en,https://patentimages.storage.googleapis.com/73/9b/66/78a512ea3a8936/pat00001.png
KR-20210022610-A,"Material, construction, cleaning, equipment, facility, manufacture, work ","정하익, 정용진, 주식회사 한국산업기술원, 정용훈","정하익, 정용훈, 정용진",2021-02-22,2021-02-22,2021-03-03,,https://patents.google.com/patent/KR20210022610A/en,https://patentimages.storage.googleapis.com/0b/47/ef/c6772f4b5e3e60/pat00001.png
KR-20210023941-A,"Material, manufacture, construction, cleaning, equipment, facility ","정하익, 정용진, 주식회사 한국산업기술원, 정용훈","정하익, 정용훈, 정용진",2021-02-23,2021-02-23,2021-03-04,,https://patents.google.com/patent/KR20210023941A/en,https://patentimages.storage.googleapis.com/b3/af/e1/1cc50e81dd88eb/pat00001.png
BR-102021010051-A2,NANO FERTILIZER MANUFACTURING PROCESS AND PRODUCT ,Polli Fertilizantes Industria E Transportes Ltda,"Luiz Osni Miranda, João Paulo Polli",2021-05-24,2021-05-24,2022-11-29,,https://patents.google.com/patent/BR102021010051A2/en,https://patentimages.storage.googleapis.com/d9/4d/a8/37681560a69f2b/img0001.png
WO-2023007195-A1,A climate change defence system with negative carbon dioxide emissions electricity production units ,Alexandros Papadopoulos,Alexandros Papadopoulos,2021-07-26,2021-07-26,2023-02-02,,https://patents.google.com/patent/WO2023007195A1/en,
JP-2023018453-A,"Biomass treatment/utilization facility, and biomass treatment/utilization method ","一般財団法人電力中央研究所, Central Research Institute Of Electric Power Industry","潔 櫻木, Kiyoshi Sakuragi, 円 大高, Madoka Otaka",2021-07-27,2021-07-27,2023-02-08,,https://patents.google.com/patent/JP2023018453A/en,https://patentimages.storage.googleapis.com/7a/e3/c9/9091cc2666d273/2023018453000002.png
CN-113680190-A,Solid waste burns carbon trapping apparatus ,生态环境部南京环境科学研究所,"刘景龙, 严小飞, 马兵, 孙孜菲, 陈祥",2021-09-23,2021-09-23,2021-11-23,,https://patents.google.com/patent/CN113680190A/en,https://patentimages.storage.googleapis.com/b0/63/15/ba3c4b4716fd03/HDA0003274255250000011.png
WO-2023061587-A1,Process and kit to investigate microgravity effect on animal/vegetable cells under extraterrestrial cultivation conditions and cultivation process thereof to sustain manned space missions ,"Universita' Degli Studi Di Cagliari, Universita' Degli Studi Di Sassari, Tolo Greeen S.R.L., Distretto Aerospaziale Sardegna Societa’ Consortile A R.L., Centro Di Ricerca, Sviluppo E Studi Superiori In Sardegna - Crs4 Srl","Giacomo Cao, Antonella PANTALEO, Alessandro Concas, Giacomo FAIS, Federico MICHELI, Alessia MANCA, Gilberto GABRIELLI",2021-10-13,2021-10-13,2023-04-20,,https://patents.google.com/patent/WO2023061587A1/en,
KR-20230092453-A,Seperation method for liquid carbon dioxide using cool thermal energy ,주식회사 카본엔,"김상현, 안규철",2021-12-17,2021-12-17,2023-06-26,,https://patents.google.com/patent/KR20230092453A/en,https://patentimages.storage.googleapis.com/65/9a/27/3870322042f14e/pat00002.png
CN-114291968-A,Process for treating wastewater generated in production of PBAT (poly (butylene adipate-co-terephthalate)) and PBS (poly (butylene succinate)) polyester biodegradable resin ,新疆新环工程技术有限公司,"马东升, 乔海军, 张建, 史殿彬, 徐海龙",2021-12-22,2021-12-22,2022-04-08,,https://patents.google.com/patent/CN114291968A/en,https://patentimages.storage.googleapis.com/1c/7a/dd/62527e9228a783/HDA0003425625550000011.png
JP-2023095127-A,recycling system ,三菱重工業株式会社,"健 松尾, 志典 碓井, 耕司 浅野, 宏之 岩渕, 基裕 中桐, 育昌 小城, 伸英 原",2021-12-24,2021-12-24,2023-07-06,,https://patents.google.com/patent/JP2023095127A/en,https://patentimages.storage.googleapis.com/b6/9e/6e/5109146b73400e/2023095127000009.png
WO-2023031682-A1,Methods for preparing ammonium bicarbonate ,"Gurjot Singh, Ramanjot Singh","Gurjot Singh, Ramanjot Singh",2021-09-03,2022-04-12,2023-03-09,,https://patents.google.com/patent/WO2023031682A1/en,
WO-2022219134-A1,A hand dishwash composition ,"Unilever Ip Holdings B.V., Unilever Global Ip Limited, Conopco, Inc., D/B/A Unilever","Alison CUMMINS, Craig Warren Jones, Alastair Richard Sanderson",2021-04-15,2022-04-14,2022-10-20,,https://patents.google.com/patent/WO2022219134A1/en,
JP-2023530366-A,Quicklime production process and system with reduced carbon emissions ,山東大学,"立強 張, 霄 夏, 春元 馬, 桂芳 陳, 涛 王, 希強 趙",2021-05-10,2022-04-26,2023-07-14,,https://patents.google.com/patent/JP2023530366A/en,https://patentimages.storage.googleapis.com/d8/03/34/ac0f8f37f1b5d3/2023530366000004.png
WO-2022251182-A1,System and method for making a polymer-carbon nanomaterial admixture from carbon dioxide and products thereof ,"Direct Air Capture, Llc","Stuart Licht, Gad LICHT",2021-05-24,2022-05-24,2022-12-01,,https://patents.google.com/patent/WO2022251182A1/en,
WO-2023041804-A1,Method and system for treating co2 ,D-Crbn Bv,"Gill SCHELTJENS, Georgi TRENCHEV, David Ziegler",2021-09-20,2022-09-20,2023-03-23,,https://patents.google.com/patent/WO2023041804A1/en,
WO-2023069236-A1,"Direct hydrogenation of metal carbonate and related salts to methanol, methane, and metal hydroxide ",University Of Southern California,"Alain GOEPPERT, Christopher J. KOCH, G.K. Surya Prakash, Raktim SEN",2021-10-21,2022-09-28,2023-04-27,,https://patents.google.com/patent/WO2023069236A1/en,
CN-104560150-B,Tinpot heavy oil combination processing method ,"中国石油化工股份有限公司, 中国石油化工股份有限公司石油化工科学研究院","张书红, 王子军, 李延军, 李子锋, 任磊",2013-10-29,2013-10-29,2017-01-18,2017-01-18,https://patents.google.com/patent/CN104560150B/en,
CN-103627889-B,Preparation technology of efficient and stop loss noble metal product ,浙江金牛工贸有限公司,"叶亮, 庄旭春",2013-12-16,2013-12-16,2014-12-24,2014-12-24,https://patents.google.com/patent/CN103627889B/en,
CN-203756143-U,Mobile CO2 injection device ,博山水泵制造厂,孙万春,2014-03-08,2014-03-08,2014-08-06,2014-08-06,https://patents.google.com/patent/CN203756143U/en,
US-2018340731-A1,Method for Recycling Streams in a Separations Process ,"Larry Baxter, Eric Mansfield, Andrew Baxter, David Frankman","Larry Baxter, Eric Mansfield, Andrew Baxter, David Frankman",2017-05-23,2017-05-23,2018-11-29,,https://patents.google.com/patent/US20180340731A1/en,https://patentimages.storage.googleapis.com/30/11/59/9a0369653ab81c/US20180340731A1-20181129-D00000.png
CN-205035365-U,Carbon dioxide underground system of sealing up up for safekeeping based on colliery collecting space area ,中国神华能源股份有限公司,"董斌琦, 袁明, 田雁, 张晓煜, 曹志国, 张凯, 李井峰, 郝兴辉, 黄维, 沈亚东, 刘玉平",2015-07-16,2015-07-16,2016-02-17,2016-02-17,https://patents.google.com/patent/CN205035365U/en,
CN-105258380-B,CO is removed by the compact of thermodynamic-driven using mixed working fluid2System ,天津大学,"邓帅, 刘良旭, 赵军, 安青松, 高留花",2015-10-26,2015-10-26,2018-05-11,2018-05-11,https://patents.google.com/patent/CN105258380B/en,
CN-205159431-U,No exhaust emissions's water hydrogen power bicycle ,上海合既得动氢机器有限公司,向华,2015-11-03,2015-11-03,2016-04-13,2016-04-13,https://patents.google.com/patent/CN205159431U/en,
CN-115640891-A,Comprehensive energy system optimization operation method based on improved particle swarm optimization ,国网甘肃省电力公司临夏供电公司,"丁坤, 余希娟, 马红霞, 马瑾, 李小俊, 何孝云",2022-10-20,2022-10-20,2023-01-24,,https://patents.google.com/patent/CN115640891A/en,https://patentimages.storage.googleapis.com/05/9b/d8/2806eab21002aa/221020152815.png
CN-115558524-A,Coal gasification hydrogen production and tail gas zero emission process ,"山西潞安矿业(集团)有限责任公司, 宁波大学, 中国煤炭学会, 北京斯科因科技有限公司","庞宏, 王甫, 王蕾, 王伟林, 胡卓林, 王志杰, 李会玲, 郭尧, 韩光华",2022-09-22,2022-09-22,2023-01-03,,https://patents.google.com/patent/CN115558524A/en,https://patentimages.storage.googleapis.com/f2/ed/d6/35135b72d93a01/HDA0003858129270000011.png
CN-115651714-A,Device and method for gasification conversion of low-calorific-value fuel ,上海友氢能源科技有限公司,陈性一,2022-09-14,2022-09-14,2023-01-31,,https://patents.google.com/patent/CN115651714A/en,https://patentimages.storage.googleapis.com/16/1f/b0/acef9fb60a829e/220911011855.png
CN-116119703-A,Method for continuously producing strontium chloride solution ,中化重庆涪陵化工有限公司,胡永华,2022-09-07,2022-09-07,2023-05-16,,https://patents.google.com/patent/CN116119703A/en,https://patentimages.storage.googleapis.com/1e/0b/22/cae0b9c615ca2e/HDA0003836492680000011.png
CN-115293643-A,Method and system for calculating carbon dioxide emission factor of iron and steel enterprise ,南京罕华流体技术有限公司,"丁晴, 杨翎, 夏袁昊, 王胜佳",2022-08-29,2022-08-29,2022-11-04,,https://patents.google.com/patent/CN115293643A/en,https://patentimages.storage.googleapis.com/4b/b4/d3/3428132bb8c995/HDA0003821129420000011.png
CN-115350578-A,Algae carbon trapping device and using method thereof ,常州大学,"颜欣, 万玉山",2022-08-24,2022-08-24,2022-11-18,,https://patents.google.com/patent/CN115350578A/en,https://patentimages.storage.googleapis.com/8c/65/24/f7564288d375a8/HDA0003813397530000011.png
CN-115173444-A,Wind-solar renewable energy source coupling hydrogen storage comprehensive energy source system ,内蒙古工业大学,"李华, 张新宇",2022-08-11,2022-08-11,2022-10-11,,https://patents.google.com/patent/CN115173444A/en,https://patentimages.storage.googleapis.com/3c/1d/e5/f6bf4673853935/HDA0003793690690000011.png
CN-115263695-A,Power generation system ,"中国华能集团有限公司, 西安热工研究院有限公司, 西安西热节能技术有限公司","杨利, 王洋, 余小兵, 田忠玉, 俞骏, 吴闯, 刘永林, 杨庆川, 曾立飞",2022-08-05,2022-08-05,2022-11-01,,https://patents.google.com/patent/CN115263695A/en,https://patentimages.storage.googleapis.com/05/ac/11/ea10f2e5578179/HDA0003785243210000011.png
CN-115423150-A,Regional energy Internet technology optimization method and system under zero carbon evolution target ,"国网上海市电力公司, 上海电力大学","任洪波, 何维国, 王威, 罗潇, 吴琼, 李琦芬, 杨涌文",2022-07-31,2022-07-31,2022-12-02,,https://patents.google.com/patent/CN115423150A/en,https://patentimages.storage.googleapis.com/45/93/9a/b465d6a5a2841d/HDA0003774535970000011.png
CN-114958433-A,Gasification process of water electrolysis hydrogen production byproduct oxygen coupling biomass molten iron bath ,杭州吉幔铁氢能科技有限公司,牛强,2022-06-17,2022-06-17,2022-08-30,,https://patents.google.com/patent/CN114958433A/en,https://patentimages.storage.googleapis.com/ee/77/13/5fab2f3ea5958c/HDA0003701110640000011.png
CN-114958432-A,Organic solid waste molten iron bath gasification process for main synthesis gas and gas distribution separated gasification ,杭州吉幔铁氢能科技有限公司,牛强,2022-06-17,2022-06-17,2022-08-30,,https://patents.google.com/patent/CN114958432A/en,https://patentimages.storage.googleapis.com/04/6b/97/faec920d5b0520/HDA0003701109900000011.png
CN-115059437-A,CO containing multiple impurities 2 Method for improving recovery ratio of exhausted gas reservoir and effectively sealing and storing exhausted gas reservoir ,西南石油大学,"曹成, 杨勃, 张烈辉, 赵玉龙, 王子逸, 陈星宇",2022-06-16,2022-06-16,2022-09-16,,https://patents.google.com/patent/CN115059437A/en,https://patentimages.storage.googleapis.com/18/a4/86/156ba433a06303/HDA0003697301290000011.png
CN-115160107-A,Zero-carbon process system and process method for synthesizing methanol by coupling new energy with coal chemical industry ,中国电力工程顾问集团东北电力设计院有限公司,"李丹丹, 王悦新, 何适, 郭旭, 魏显安, 郭晓克, 张庆喆, 芦洋",2022-06-14,2022-06-14,2022-10-11,,https://patents.google.com/patent/CN115160107A/en,https://patentimages.storage.googleapis.com/8e/65/c6/9a4040e7e0be04/HDA0003693223440000011.png
CN-106345265-B,Integrate the coal fired power plant system of secondary carbonisation calcium oxide circulation decarbonization system ,华北电力大学,"段立强, 冯涛, 谢坤",2016-08-26,2016-08-26,2019-02-05,2019-02-05,https://patents.google.com/patent/CN106345265B/en,
CN-115181777-A,Method for enhancing resource utilization of bagasse based on saccharophilus pyrolyticus anaerobe and biochar and application ,华南理工大学,"朱明军, 黄金榕, 卜杰, 程镜蓉",2022-05-25,2022-05-25,2022-10-14,,https://patents.google.com/patent/CN115181777A/en,https://patentimages.storage.googleapis.com/c1/b3/16/9fbce488ba939d/HDA0003662342850000011.png
CN-114797784-A,System and method for preparing and recycling functional MOFs-based flue gas pollutant adsorbent by utilizing production environment of coal-fired power plant ,"太原理工大学, 国家电投集团宁夏能源铝业有限公司临河发电分公司","贾里, 雍绍平, 王�锋, 刘策峰, 张睿, 耿国栋, 陈世虎, 于跃, 金燕",2022-05-10,2022-05-10,2022-07-29,,https://patents.google.com/patent/CN114797784A/en,https://patentimages.storage.googleapis.com/ab/11/16/1b800c60118e4f/220505120738.png
CN-114838450-A,"Air conditioner, method and device for controlling air conditioner and storage medium ","青岛海尔空调器有限总公司, 青岛海尔空调电子有限公司, 海尔智家股份有限公司","于佳鑫, 陈会敏, 王珂",2022-04-13,2022-04-13,2022-08-02,,https://patents.google.com/patent/CN114838450A/en,https://patentimages.storage.googleapis.com/9a/ad/12/a6fdf50d6b15b6/HDA0003593557630000011.png
CN-114699900-A,Preparation method and application of hydroxyalkyl piperazine-based carbon trapping agent ,合肥工业大学,"崔鹏, 贾邵竣, 郑松涛, 李义, 黄钰涵",2022-04-07,2022-04-07,2022-07-05,,https://patents.google.com/patent/CN114699900A/en,https://patentimages.storage.googleapis.com/07/ff/7c/6c12eeebf981fd/HDA0003583755830000011.png
US-2023035248-A1,Combustion process of glass kiln with non-catalytic reformers ,"Shanghai Yuanhan Energy & Chemical Technology Co., Ltd.","Yunfeng Zhang, Xiangquan Zhang, Qing Liu, Wenjun Wu",2021-08-02,2022-08-16,2023-02-02,,https://patents.google.com/patent/US20230035248A1/en,https://patentimages.storage.googleapis.com/d3/d5/36/4f2ff0ba4d8c4c/US20230035248A1-20230202-D00000.png
US-2022177389-A1,Oxy-fuel cracking boilers using co2 as the working fluid ,"Lamar University, A Component Of The Texas State University System, An Agency Of The State Of Texas","Daniel H. Chen, Russel Buss, Dan P. Fernandes",2020-07-30,2022-01-26,2022-06-09,,https://patents.google.com/patent/US20220177389A1/en,https://patentimages.storage.googleapis.com/8e/a2/8d/baf899bdeff684/US20220177389A1-20220609-D00000.png
CN-116151594-A,Low-carbon scheduling method for comprehensive energy system with electric heat cooperation ,"国网浙江省电力有限公司金华供电公司, 国网浙江省电力有限公司","谷炜, 皮俊波, 马翔, 项中明, 童存智, 孙文多, 沃建栋, 邹先云, 沈曦, 汪震, 方璇, 杨立宁, 钱凯洋",2023-04-19,2023-04-19,2023-05-23,,https://patents.google.com/patent/CN116151594A/en,https://patentimages.storage.googleapis.com/ca/c8/7b/d0c3eb862b7226/FT_1.png
CN-114870569-A,Synthetic method of piperazine-based carbon trapping agent ,合肥工业大学,"崔鹏, 贾邵竣, 姜娅, 高洁, 黄钰涵",2022-04-11,2022-04-11,2022-08-09,,https://patents.google.com/patent/CN114870569A/en,https://patentimages.storage.googleapis.com/0c/fd/39/363d457020db45/HDA0003589447690000011.png
CN-219342086-U,Continuous biomass catalytic pyrolysis device ,中国电建集团西北勘测设计研究院有限公司,"贾宝, 张�浩, 陈文�, 李文涛, 高徐军, 高丽娟, 马勃, 雷永智, 康智明",,2023-04-17,2023-07-14,2023-07-14,https://patents.google.com/patent/CN219342086U/en,https://patentimages.storage.googleapis.com/4e/47/d6/9f756f6c8d6455/HDA0004180663370000011.png
CN-219050884-U,Carbon trapping system ,中国能源建设集团广东省电力设计研究院有限公司,"霍沛强, 樊晓茹, 范永春, 李伟科, 兰晗晖",2022-11-14,2022-11-14,2023-05-23,2023-05-23,https://patents.google.com/patent/CN219050884U/en,https://patentimages.storage.googleapis.com/c5/02/b5/6bb0f2c02765db/HDA0003941834270000011.png
CN-218755771-U,Gas circulation absorption device for microalgae culture photoreactor ,安徽中科微藻生物科技有限公司,"吴建军, 李仁勇, 胡唯, 黄正",2022-09-29,2022-09-29,2023-03-28,2023-03-28,https://patents.google.com/patent/CN218755771U/en,https://patentimages.storage.googleapis.com/e3/d8/23/64fcef1367e823/HDA0003871792560000011.png
CN-218145891-U,System for continuously producing strontium chloride solution ,中化重庆涪陵化工有限公司,胡永华,2022-09-07,2022-09-07,2022-12-27,2022-12-27,https://patents.google.com/patent/CN218145891U/en,https://patentimages.storage.googleapis.com/36/39/4e/c3801f4432f69e/HDA0003836493440000011.png
CN-218915948-U,System for realizing zero carbon emission of cement plant by utilizing renewable green hydrogen ,东方电气集团东方锅炉股份有限公司,"张章, 胡世磊, 张定海, 杨锦, 庄原发, 唐豪杰, 聂立, 胡洋, 钟勇斌, 欧阳彦超",2022-08-01,2022-08-01,2023-04-25,2023-04-25,https://patents.google.com/patent/CN218915948U/en,https://patentimages.storage.googleapis.com/72/86/bd/8d92978c770305/HDA0003775195730000011.png
